Number	Movie_Title	Director1	Director2	Director3	Production_Company	Importer	Distributor1	Distributor2	Release_Date	Movie_Category	Movie_Type	Nationality	National_Screen_Number	National_Revenue	National_Spectator_Number	Seoul_Revenue	Seoul_Spectator_Number	Movie_Rate	Running_Time	Genre1	Genre2	Actor1	Actor2	Actor3
107 	스파이	이승준			(주)제이케이필름,씨제이이앤엠(주)		씨제이이앤엠(주)		2013-09-05	일반영화	장편	한국	785	24436429305	3423920	5483475805	733029	15세이상관람가	121 	액션	코미디	설경구	문소리	다니엘 헤니
108 	이끼	강우석			(주)시네마서비스,㈜렛츠필름,(주)케이앤제이엔터테인먼트		씨제이엔터테인먼트(주)		2010-07-14	일반영화	장편	한국	736	25856306126	3408144	8251736000	1044532	청소년관람불가	163 	드라마	스릴러	박해일	정재영	유선
109 	포화속으로	이재한			(주)태원엔터테인먼트,(주)유비유필름,(주)에이치 플러스		롯데쇼핑㈜롯데엔터테인먼트		2010-06-16	일반영화	장편	한국	736	24217600897	3385706	6203066000	822965	12세이상관람가	120 	드라마	전쟁	권상우	최승현	차승원
110 	다이 하드 4 : 죽어도 산다	렌 와이즈먼			샤이엔 엔터프라이지즈,이십세기폭스필름코퍼레이션	이십세기폭스필름코퍼레이션	이십세기폭스필름코퍼레이션		2007-07-17	일반영화	장편	미국	528	20622308900	3380800	6554350600	990440	12세이상관람가	128 	액션		브루스 윌리스	매기 큐	
111 	맨 인 블랙 3	베리 소넨필드				한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜		2012-05-24	일반영화	장편	미국	770	27301520070	3379762	9258393070	1068672	12세이상관람가	106 	액션	코미디	윌 스미스	토미 리 존스	
112 	어바웃 타임	리차드 커티스				유니버설픽쳐스인터내셔널 코리아(유)	유니버설픽쳐스인터내셔널 코리아(유)		2013-12-05	일반영화	장편	영국	568	24867186000	3375756	10488833000	1368822	15세이상관람가	123 	멜로/로맨스	코미디	레이첼 맥아담스	돔놀 글리슨	
113 	다빈치 코드	론 하워드				소니픽쳐스릴리징코리아	소니픽쳐스릴리징코리아		2006-05-18	일반영화	장편	미국	514	18873057800	3339082	7621936300	1144795	15세관람가	147 	미스터리	스릴러	톰 행크스 	오드리 토투	
114 	슈렉2	켈리 애스버리	앤드류 아담슨	콘래드 베논	드림웍스픽쳐스	씨제이엔터테인먼트(주)	씨제이엔터테인먼트(주)		2004-06-18	일반영화	장편	미국	174	10800278500	3300533	5204856000	1285594	전체관람가	92 	애니메이션	코미디	마이크 마이어스	카메론 디아즈	
115 	비긴 어게인	존 카니				판씨네마㈜	판씨네마㈜		2014-08-13	일반영화	장편	미국	525	25537791354	3227751	10158869154	1237645	15세이상관람가	103	멜로/로맨스		키이라 나이틀리	마크 러팔로	애덤 리바인
116 	그래비티	알폰소 쿠아론				워너브러더스 코리아(주)	워너브러더스 코리아(주)		2013-10-17	일반영화	장편	미국	636	31484135600	3227452	14128973600	1311034	12세이상관람가	91 	SF	드라마	산드라 블록	조지 클루니	
117 	우주전쟁	스티븐 스필버그			엠블린엔터테인먼트,드림웍스 SKG,파라마운트 픽쳐스	UIP코리아	UIP코리아		2005-07-07	일반영화	장편	미국	401	16758594690	3223000	6345813000	1006450	12세관람가	116 	SF	드라마	톰 크루즈	다코타 패닝	
118 	어린 신부	김호준			(주)컬처캡미디어		코리아픽쳐스(주)		2004-04-02	일반영화	장편	한국	70	6240174500	3149500	1892130000	876600	12세관람가	114 	코미디		김래원	문근영	
119 	그놈 목소리	박진표			영화사 집		씨제이엔터테인먼트(주)		2007-02-01	일반영화	장편	한국	498	17598617600	3143247	5196892500	826287	12세이상관람가	122 	드라마	스릴러	설경구	김남주	강동원
120 	우리들의 행복한 시간	송해성			(주)엘제이필름,상상필름(주)		(주)프라임엔터테인먼트		2006-09-14	일반영화	장편	한국	414	14938924000	3132320	5492384500	980772	15세관람가	120 	드라마		강동원	이나영	
121 	캐리비안의 해적: 낯선 조류	롭 마샬				한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜		2011-05-19	일반영화	장편	미국	960	27279967500	3130046	8991119500	977452	12세관람가	137 	액션	어드벤처	"조니 뎁 

"	이안 맥쉐인	
122 	퀵	조범구			(주)제이케이필름,씨제이이앤엠(주)		씨제이이앤엠(주)		2011-07-20	일반영화	장편	한국	512	22960890000	3125069	5353417500	692405	15세이상관람가	115 	코미디	액션	이민기	강예원	고창석
123 	감기	김성수			아이러브시네마,(주)아이필름코퍼레이션,씨제이이앤엠(주)		아이러브시네마		2013-08-14	일반영화	장편	한국	806	21784202000	3119023	4692878000	638882	15세이상관람가	121 	드라마	어드벤처	장혁	수애	박민하
124 	말죽거리 잔혹사	유하			싸이더스 픽쳐스,㈜싸이더스픽쳐스		씨제이엔터테인먼트(주)		2004-01-16	일반영화	장편	한국	40	3837152000	3115767	917846500	1023601	15세관람가	115 	액션	멜로/로맨스	권상우	한가인	이정진
125 	마파도	추창민			코리아 엔터테인먼트		씨제이엔터테인먼트(주)		2005-03-10	일반영화	장편	한국	178	16751202503	3090467	5931615000	922647	15세관람가	107 	코미디		이문식	김수미	여운계
126 	하모니	강대규			(주)제이케이필름		씨제이엔터테인먼트(주)		2010-01-28	일반영화	장편	한국	405	21992266198	3068544	5451128000	718993	12세이상관람가	115 	드라마		김윤진	나문희	강예원
127 	거북이 달린다	이연우			(주)씨네이천		쇼박스㈜미디어플렉스		2009-06-11	일반영화	장편	한국	379	20857347292	3059812	6785771000	942277	15세이상관람가	117 	드라마	액션	김윤석	정경호	견미리
128 	너는 내 운명	박진표			(주)영화사봄		씨제이엔터테인먼트(주)		2005-09-23	일반영화	장편	한국	306	17653958500	3051134	6925999500	1063480	18세관람가	121 	멜로/로맨스		전도연	황정민	
129 	토르: 다크 월드	앨런 테일러				소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)	소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)		2013-10-30	일반영화	장편	미국	733	22525808500	3039889	6890911500	885699	12세이상관람가	112 	액션	어드벤처	크리스 헴스워스	톰 히들스턴	
130 	식객	전윤수			쇼이스트(주)		씨제이엔터테인먼트(주)		2007-11-01	일반영화	장편	한국	406	18984549500	3038868	6006657500	913989	12세이상관람가	114 	드라마		김강우	이하나	임원희
131 	방자전	김대우			(주)바른손 ,시오필름(주),(주)더타워픽쳐스		씨제이엔터테인먼트(주)		2010-06-02	일반영화	장편	한국	512	22853629794	3035116	7700850000	975688	청소년관람불가	124 	사극	멜로/로맨스	김주혁	조여정	류승범
132 	하울의 움직이는 성	미야자키 하야오			지브리 스튜디오	대원미디어㈜	(주)시네마서비스		2004-12-23	다양성(예술)영화	장편	일본	183	15148496500	3015165	5656447500	981221	전체관람가	119 	애니메이션		바이쇼 치에코	기무라 다쿠야	
133 	마더	봉준호			(주)바른손 		씨제이엔터테인먼트(주)		2009-05-28	일반영화	장편	한국	648	20195373838	3013523	7430891000	1060010	청소년관람불가	128 	드라마		김혜자	원빈	진구
134 	투모로우	롤랜드 에머리히			센트로폴리스 엔터테인먼트,더 마크 고든 컴퍼니	이십세기폭스필름코퍼레이션	이십세기폭스필름코퍼레이션		2004-06-03	일반영화	장편	미국	164	11658584500	3006400	4253246500	959010	12세관람가	123 	SF		데니스 퀘이드	제이크 질렌홀	
135 	레드: 더 레전드	딘 패리소트				블루미지	롯데쇼핑㈜롯데엔터테인먼트		2013-07-18	일반영화	장편	미국	739	21511358970	3004647	6308770970	841287	15세이상관람가	115 	액션	코미디	브루스 윌리스	메리-루이스 파커	이병헌
136 	해리 포터와 혼혈 왕자	데이빗 예이츠			워너 브러더스 픽쳐스	워너브러더스 코리아(주)	워너브러더스 코리아(주)		2009-07-15	일반영화	장편	미국	751	20580402431	3002669	6666092500	907125	전체관람가	153 	판타지	액션	다니엘 래드클리프	엠마 왓슨	루퍼트 그린트
137 	오싹한 연애	황인호			상상필름(주)		씨제이이앤엠(주)		2011-12-01	일반영화	장편	한국	469	21965313000	3001530	6146203500	797727	12세이상관람가	114 	공포	멜로/로맨스	손예진	이민기	
138 	드래곤 길들이기 2	딘 데블로이스				씨제이이앤엠(주)	씨제이이앤엠(주)		2014-07-23	일반영화	장편	미국	829	23952932189	2996191	6557347889	751033	전체관람가	102 	애니메이션		제이 바루첼 	제라드 버틀러	
139 	황금 나침반	크리스 웨이츠			뉴라인 시네마	(주)태원엔터테인먼트	롯데쇼핑㈜롯데엔터테인먼트		2007-12-18	일반영화	장편	미국	492	18336681000	2979838	5816172000	883918	전체관람가	113 	판타지	어드벤처	다니엘 크레이그	니콜 키드먼	
140 	친구 2	곽경택			(주)트리니티엔터테인먼트,(주)제이콘컴퍼니		롯데쇼핑㈜롯데엔터테인먼트		2013-11-14	일반영화	장편	한국	968	21804687513	2971475	5171825013	675887	청소년관람불가	124 	액션	범죄	유오성	주진모	김우빈
141 	26년	조근현			영화사청어람(주)		(주)인벤트스톤	영화사청어람㈜	2012-11-29	일반영화	장편	한국	604	21241327145	2963449	6121058611	817210	15세이상관람가	135 	액션	드라마	진구	한혜진	배수빈
142 	워낭소리	이충렬			스튜디오느림보		㈜인디스토리		2009-01-15	다양성(예술)영화	장편	한국	20	19259975032	2962897	6486389900	958688	전체관람가	77 	다큐멘터리		최원균	이삼순	
143 	고지전	장훈			(주)티피에스컴퍼니		쇼박스㈜미디어플렉스		2011-07-20	일반영화	장편	한국	585	21968557600	2945137	6379632100	817904	15세이상관람가	133 	드라마	전쟁	고수	신하균	류승룡
144 	300	잭 스나이더			워너 브러더스 픽쳐스	워너브러더스 코리아(주)	워너브러더스 코리아(주)		2007-03-14	일반영화	장편	미국	402	18683698500	2929400	7090410000	1076005	청소년관람불가	116 	액션	전쟁	"제라드 버틀러 

"	레나 헤디	
145 	솔트	필립 노이스			콜럼비아 픽쳐스 코포레이션	한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜		2010-07-29	일반영화	장편	미국	556	21719123025	2921331	6529156500	837532	15세이상관람가	99 	스릴러	액션	안젤리나 졸리		
146 	헬로우 고스트	김영탁			(주)워터앤트리		(주)넥스트엔터테인먼트월드(NEW)		2010-12-22	일반영화	장편	한국	472	21154651779	2897477	6343048000	823854	12세이상관람가	111 	코미디	드라마	차태현	강예원	고창석
147 	귀신이 산다	김상진			(주)시네마서비스		(주)시네마서비스		2004-09-17	일반영화	장편	한국	174	11898748500	2890000	3918371000	751340	12세관람가	123 	코미디	공포	차승원	장서희	
148 	원티드	티무르 베크맘베토브				유니버설픽쳐스인터내셔널 코리아(유)	유니버설픽쳐스인터내셔널 코리아(유)		2008-06-26	일반영화	장편	미국	446	19258777000	2867594	7021231500	994356	청소년관람불가	110 	스릴러	액션	제임스 맥어보이	안젤리나 졸리	
149 	슈렉3	크리스 밀러	러먼 휘		드림웍스 애니메이션	씨제이엔터테인먼트(주)	씨제이엔터테인먼트(주)		2007-06-06	일반영화	장편	미국	620	17898427500	2844159	6245352500	945899	전체관람가	92 	애니메이션	코미디	마이크 마이어스	카메론 디아즈	
150 	표적	창			(주)바른손 ,(주)용필름		씨제이이앤엠(주)		2014-04-30	일반영화	장편	한국	666	22256639300	2841824	5348606900	652750	15세이상관람가	98 	액션	드라마	류승룡	유준상	이진욱
151 	호빗: 뜻밖의 여정	피터 잭슨				워너브러더스 코리아(주)	워너브러더스 코리아(주)		2012-12-13	일반영화	장편	미국	1028	23436820716	2818993	8241919216	910976	12세이상관람가	169 	어드벤처	판타지	마틴 프리먼 	이안 맥켈런	리차드 아미티지
152 	해리 포터와 죽음의 성물1	데이빗 예이츠			헤이데이필름	워너브러더스 코리아(주)	워너브러더스 코리아(주)		2010-12-15	일반영화	장편	미국	718	19906900266	2809053	6430256500	866701	전체관람가	146 	판타지	액션	다니엘 래드클리프	엠마 왓슨	루퍼트 그린트
153 	혹성탈출: 진화의 시작	루퍼트 와이어트				이십세기폭스코리아(주)	이십세기폭스코리아(주)		2011-08-17	일반영화	장편	미국	514	20629757000	2773794	6637598000	849251	12세이상관람가	106 	액션	SF	앤디 서키스 	제임스 프랭코	
154 	부당거래	류승완			필름트레인,(주)외유내강		씨제이엔터테인먼트(주)		2010-10-28	일반영화	장편	한국	502	21326977937	2766436	7587039000	944655	청소년관람불가	119 	범죄	드라마	황정민	류승범	천호진
155 	1번가의 기적	윤제균			(주)두사부필름		씨제이엔터테인먼트(주)		2007-02-14	일반영화	장편	한국	340	15494122100	2750457	4556836500	697439	15세이상관람가	113 	드라마	코미디	하지원	임창정	
156 	시라노; 연애조작단	김현석			(주)명필름		롯데쇼핑㈜롯데엔터테인먼트		2010-09-16	일반영화	장편	한국	402	20171151599	2731828	7068438000	910652	12세이상관람가	121 	멜로/로맨스	코미디	엄태웅	이민정	최다니엘
157 	핸콕	피터 버그				한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜		2008-07-02	일반영화	장편	미국	602	17854932333	2723518	5977901000	860691	12세이상관람가	92 	액션	드라마	윌 스미스	샤를리즈 테론	
158 	내가 살인범이다	정병길			(주)다세포클럽,쇼박스㈜미디어플렉스		쇼박스㈜미디어플렉스		2012-11-08	일반영화	장편	한국	547	20338948000	2721903	6313599000	809580	청소년관람불가	119 	액션	스릴러	정재영	박시후	
159 	나우 유 씨 미 : 마술사기단	루이스 리테리어				데이지엔터테인먼트	롯데쇼핑㈜롯데엔터테인먼트		2013-08-22	일반영화	장편	미국	691	19146691869	2718227	6322143282	855244	12세이상관람가	115 	범죄	액션	제시 아이젠버그	마크 러팔로	우디 해럴슨
160 	적벽대전 2 : 최후의 결전	오우삼				쇼박스㈜미디어플렉스	쇼박스㈜미디어플렉스		2009-01-22	일반영화	장편	중국	426	17910684413	2713031	5181840500	743318	15세이상관람가	141 	액션	전쟁	금성무	양조위	조미
161 	지.아이.조 : 전쟁의 서막	스티븐 소머즈			파라마운트 픽쳐스	씨제이엔터테인먼트(주)	씨제이엔터테인먼트(주)		2009-08-06	일반영화	장편	미국	446	19889126096	2706748	5995248000	774359	15세이상관람가	117 	액션	SF	채닝 테이텀 	시에나 밀러	
162 	타이탄	루이스 리테리어			워너 브러더스 픽쳐스	워너브러더스 코리아(주)	워너브러더스 코리아(주)		2010-04-01	일반영화	장편	미국	694	22143097429	2685508	6821236500	798779	12세이상관람가	106 	액션	어드벤처	샘 워싱턴	리암 니슨	랄프 파인즈
