Number	Movie_Title	Director1	Production_Company	Importer	Distributor1	Release_Date	Movie_Category	Movie_Type	Nationality	National_Screen_Number	National_Revenue	National_Spectator_Number	Seoul_Revenue	Seoul_Spectator_Number
148	원티드	티무르 베크맘베토브		유니버설픽쳐스인터내셔널 코리아(유)	유니버설픽쳐스인터내셔널 코리아(유)	2008-06-26	일반영화	장편	미국	446	19258777000	2867594	7021231500	994356
149	슈렉3	크리스 밀러	드림웍스 애니메이션	씨제이엔터테인먼트(주)	씨제이엔터테인먼트(주)	2007-06-06	일반영화	장편	미국	620	17898427500	2844159	6245352500	945899
150	표적	창	(주)바른손 ,(주)용필름		씨제이이앤엠(주)	2014-04-30	일반영화	장편	한국	666	22256639300	2841824	5348606900	652750
151	호빗: 뜻밖의 여정	피터 잭슨		워너브러더스 코리아(주)	워너브러더스 코리아(주)	2012-12-13	일반영화	장편	미국	1028	23436820716	2818993	8241919216	910976
152	해리 포터와 죽음의 성물1	데이빗 예이츠	헤이데이필름	워너브러더스 코리아(주)	워너브러더스 코리아(주)	2010-12-15	일반영화	장편	미국	718	19906900266	2809053	6430256500	866701
153	혹성탈출: 진화의 시작	루퍼트 와이어트		이십세기폭스코리아(주)	이십세기폭스코리아(주)	2011-08-17	일반영화	장편	미국	514	20629757000	2773794	6637598000	849251
154	부당거래	류승완	필름트레인,(주)외유내강		씨제이엔터테인먼트(주)	2010-10-28	일반영화	장편	한국	502	21326977937	2766436	7587039000	944655
155	1번가의 기적	윤제균	(주)두사부필름		씨제이엔터테인먼트(주)	2007-02-14	일반영화	장편	한국	340	15494122100	2750457	4556836500	697439
156	시라노; 연애조작단	김현석	(주)명필름		롯데쇼핑㈜롯데엔터테인먼트	2010-09-16	일반영화	장편	한국	402	20171151599	2731828	7068438000	910652
157	핸콕	피터 버그		한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜	2008-07-02	일반영화	장편	미국	602	17854932333	2723518	5977901000	860691
158	내가 살인범이다	정병길	(주)다세포클럽,쇼박스㈜미디어플렉스		쇼박스㈜미디어플렉스	2012-11-08	일반영화	장편	한국	547	20338948000	2721903	6313599000	809580
159	나우 유 씨 미 : 마술사기단	루이스 리테리어		데이지엔터테인먼트	롯데쇼핑㈜롯데엔터테인먼트	2013-08-22	일반영화	장편	미국	691	19146691869	2718227	6322143282	855244
160	적벽대전 2 : 최후의 결전	오우삼		쇼박스㈜미디어플렉스	쇼박스㈜미디어플렉스	2009-01-22	일반영화	장편	중국	426	17910684413	2713031	5181840500	743318
161	지.아이.조 : 전쟁의 서막	스티븐 소머즈	파라마운트 픽쳐스	씨제이엔터테인먼트(주)	씨제이엔터테인먼트(주)	2009-08-06	일반영화	장편	미국	446	19889126096	2706748	5995248000	774359
162	타이탄	루이스 리테리어	워너 브러더스 픽쳐스	워너브러더스 코리아(주)	워너브러더스 코리아(주)	2010-04-01	일반영화	장편	미국	694	22143097429	2685508	6821236500	798779
163	소원	이준익	(주)필름모멘텀		롯데쇼핑㈜롯데엔터테인먼트	2013-10-02	일반영화	장편	한국	641	18251983100	2663170	3769048600	518005
164	브레이킹 던 part2	빌 콘돈		판씨네마㈜	(주)넥스트엔터테인먼트월드(NEW)	2012-11-15	일반영화	장편	미국	665	18909583065	2654817	5571602065	745970
165	후궁 : 제왕의 첩	김대승	(주)황기성 사단		롯데쇼핑㈜롯데엔터테인먼트	2012-06-06	일반영화	장편	한국	624	19250354500	2621436	5525028500	716851
166	드래곤 길들이기	딘 데블로이스	드림웍스 애니메이션	씨제이엔터테인먼트(주)	씨제이엔터테인먼트(주)	2010-05-20	일반영화	장편	미국	562	27471926367	2603857	9508353500	846400
167	위험한 상견례	김진영	㈜전망좋은 영화사		롯데쇼핑㈜롯데엔터테인먼트	2011-03-31	일반영화	장편	한국	524	19174920500	2595625	5930105000	765417
168	굿모닝 프레지던트	장진	소란플레이먼트(주)		씨제이엔터테인먼트(주)	2009-10-22	일반영화	장편	한국	586	18770889320	2583294	6239306300	815403
169	음란서생	김대우	(주)영화사비단길		씨제이엔터테인먼트(주)	2006-02-23	일반영화	장편	한국	347	14944551700	2576022	5956143200	868692
170	내 머리 속의 지우개	이재한	싸이더스 픽쳐스		씨제이엔터테인먼트(주)	2004-11-05	일반영화	장편	한국	206	11919939500	2565078	4294393000	797593
171	퍼시픽 림	길예르모 델 토로		워너브러더스 코리아(주)	워너브러더스 코리아(주)	2013-07-11	일반영화	장편	미국	1005	20477392512	2539114	6769401012	776183
172	내 생애 가장 아름다운 일주일	민규동	(주)두사부필름,(주)수필름		씨제이엔터테인먼트(주)	2005-10-07	일반영화	장편	한국	296	14710541000	2533103	5824581000	902189
173	엑스맨: 퍼스트 클래스	매튜 본		이십세기폭스코리아(주)	이십세기폭스코리아(주)	2011-06-02	일반영화	장편	미국	587	19063768000	2532306	6847701000	870595
174	해리포터와 아즈카반의 죄수	알폰소 쿠아론	워너브러더스사㈜	워너브러더스 코리아(주)	워너브러더스 코리아(주)	2004-07-16	일반영화	장편	미국	228	10926141000	2532000	4026645000	892900
175	패션 오브 크라이스트	멜 깁슨	아이콘프로덕션	이십세기폭스필름코퍼레이션	이십세기폭스필름코퍼레이션	2004-04-02	일반영화	장편	미국	66	5338827500	2523700	1722951500	940230
176	나니아 연대기-사자,마녀 그리고 옷장	앤드류 아담슨	월트 디즈니 픽쳐스	브에나비스타인터내셔널코리아	브에나비스타인터내셔널코리아	2005-12-29	일반영화	장편	미국	275	13232904500	2505133	4699132700	714948
177	우리 형	안권태	(주)진인사필름		씨제이엔터테인먼트(주)	2004-10-08	일반영화	장편	한국	211	11090682500	2479585	3758255000	699725
178	박수칠 때 떠나라	장진	(주)어나더썬데이		(주)시네마서비스	2005-08-11	일반영화	장편	한국	237	13181626500	2475291	5204961500	815497
179	반창꼬	정기훈	(주)영화사오름		(주)넥스트엔터테인먼트월드(NEW)	2012-12-19	일반영화	장편	한국	466	17883988787	2471721	4304602748	568409
180	화차	변영주	(주)영화제작소보임		필라멘트픽쳐스	2012-03-08	일반영화	장편	한국	548	18450760000	2435211	6041917500	760953
181	이웃사람	김휘	영화사 무쇠팔,플로우식스(주),자이온 이엔티(주),(주)누리픽쳐스,히트박스		롯데쇼핑㈜롯데엔터테인먼트	2012-08-22	일반영화	장편	한국	600	18087442369	2434099	5411949754	697152
182	광식이 동생 광태	김현석	(주)엠케이픽처스 		(주)엠케이픽처스 	2005-11-23	일반영화	장편	한국	276	12811265009	2430200	4941994000	806193
183	의뢰인	손영성	청년필름(주)		쇼박스㈜미디어플렉스	2011-09-29	일반영화	장편	한국	522	17797042500	2393086	5652134000	719601
184	화이: 괴물을 삼킨 아이	장준환	나우필름(주),파인하우스필름㈜,쇼박스㈜미디어플렉스		쇼박스㈜미디어플렉스	2013-10-09	일반영화	장편	한국	817	17678676795	2391963	5419118695	697799
185	테이큰	피에르 모렐		와이즈앤와이드엔터테인먼트(주)	㈜스튜디오이쩜영	2008-04-09	일반영화	장편	프랑스	254	15971389000	2379830	5816455000	825364
186	007 스카이폴	샘 멘데스		소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)	소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)	2012-10-26	일반영화	장편	미국	748	17487213000	2376145	6160910500	793030
187	스파이더맨 2	샘 레이미	콜럼비아트라이스타	콜럼비아트라이스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜	2004-06-30	일반영화	장편	미국	198	9632558500	2367704	3802858000	771915
188	가문의 영광4 - 가문의 수난	정태원	(주)태원엔터테인먼트		(주)넥스트엔터테인먼트월드(NEW)	2011-09-07	일반영화	장편	한국	537	17762035500	2363955	4095559500	516319
189	블라인드	안상훈	(주)문와쳐		(주)넥스트엔터테인먼트월드(NEW)	2011-08-10	일반영화	장편	한국	404	18361430500	2362906	5974758500	736580
190	맨발의 기봉이	권수경	(주)태원엔터테인먼트		쇼박스㈜미디어플렉스	2006-04-26	일반영화	장편	한국	271	12239242400	2347311	3453134900	524357
191	바람의 파이터	양윤호	아이비젼엔터테인먼트(주)		영화사청어람(주)	2004-08-12	일반영화	장편	한국	110	9158945500	2346446	3028428000	634897
192	작업의 정석	오기환	영화사청어람(주)		쇼박스㈜미디어플렉스	2005-12-21	일반영화	장편	한국	260	11706585100	2342232	4544912100	741455
193	미인도	전윤수	㈜이룸영화사,(주)영화사참		씨제이엔터테인먼트(주)	2008-11-13	일반영화	장편	한국	463	15531621371	2325715	4979210500	709649
194	라스트 갓파더	심형래	㈜영구아트		씨제이엔터테인먼트(주)	2010-12-29	일반영화	장편	한국	547	16832542997	2316099	4836322500	633176
195	테이큰 2	올리비에 메가톤		이십세기폭스코리아(주)	이십세기폭스코리아(주)	2012-09-27	일반영화	장편	프랑스	682	17581098553	2308596	5503312053	692896
196	하녀	임상수	싸이더스 픽쳐스,㈜미로비젼		싸이더스 픽쳐스	2010-05-13	일반영화	장편	한국	577	17310669976	2304487	5832848500	740713
197	달콤, 살벌한 연인	손재곤	싸이더스 픽쳐스,(주)MBC씨앤아이		씨제이엔터테인먼트(주)	2006-04-06	일반영화	장편	한국	246	13426707100	2286745	5294800100	766007
198	호빗: 스마우그의 폐허	피터 잭슨		워너브러더스 코리아(주)	워너브러더스 코리아(주)	2013-12-12	일반영화	장편	미국	811	17851096316	2282807	3736656816	471461
199	나잇&데이	제임스 맨골드	뉴리전시 픽쳐스,리젠시 엔터프라이즈,이십세기폭스필름코퍼레이션,트리 라인 필름,로드레벨,핑크	이십세기폭스코리아(주)	이십세기폭스코리아(주)	2010-06-24	일반영화	장편	미국	501	17054262425	2282191	6032890000	771899
200	혈의 누	김대승	싸이더스 픽쳐스,(주)좋은영화		(주)시네마서비스	2005-05-04	일반영화	장편	한국	264	12367924506	2274995	4890309000	763864
201	컨저링	제임스 완		워너브러더스 코리아(주)	워너브러더스 코리아(주)	2013-09-17	일반영화	장편	미국	553	16353225777	2262758	4503892277	593487
202	슈렉 포에버	마이크 미첼	드림웍스 애니메이션	씨제이엔터테인먼트(주)	씨제이엔터테인먼트(주)	2010-07-01	일반영화	장편	미국	561	23178925617	2261356	8349179500	767056
203	극락도 살인사건	김한민	(주)두엔터테인먼트 		(주)엠케이픽처스	2007-04-12	일반영화	장편	한국	368	13328932000	2259511	4361743500	647717
204	이글 아이	D.J. 카루소		씨제이엔터테인먼트(주)	씨제이엔터테인먼트(주)	2008-10-09	일반영화	장편	미국	330	14577167667	2258369	4745696667	695165
205	배틀쉽	피터 버그		유니버설픽쳐스인터내셔널 코리아(유)	유니버설픽쳐스인터내셔널 코리아(유)	2012-04-11	일반영화	장편	미국	736	16545921500	2241687	4666555500	597715
206	셜록홈즈 : 그림자 게임	가이 리치		워너브러더스 코리아(주)	워너브러더스 코리아(주)	2011-12-21	일반영화	장편	미국	370	16670913500	2239156	6013564500	774620
207	박쥐	박찬욱	(주)모호필름		씨제이엔터테인먼트(주)	2009-04-30	일반영화	장편	한국	462	15051788827	2237271	5232105000	741819
208	7광구	김지훈	(주)제이케이필름,씨제이이앤엠(주)		씨제이이앤엠(주)	2011-08-04	일반영화	장편	한국	812	19314027000	2232179	4908554500	528995
209	어거스트 러쉬	커스틴 쉐리단	사우스포우 엔터테인먼트	씨제이엔터테인먼트(주)	씨제이엔터테인먼트(주)	2007-11-29	일반영화	장편	미국	271	14179371500	2218573	5902636500	886657
210	나는 전설이다	프란시스 로렌스	워너 브러더스 픽쳐스	워너브러더스 코리아(주)	워너브러더스 코리아(주)	2007-12-12	일반영화	장편	미국	447	16084527000	2215883	5356391500	793993
211	포세이돈	볼프강 페터젠	워너 브러더스 픽쳐스	워너브러더스 코리아(주)	워너브러더스 코리아(주)	2006-05-31	일반영화	장편	미국	338	14588094300	2214600	5350349800	787738
212	셜록 홈즈	가이 리치		워너브러더스 코리아(주)	워너브러더스 코리아(주)	2009-12-23	일반영화	장편	미국	377	16207513113	2207751	5705938500	739965
213	007 퀀텀 오브 솔러스	마크 포스터		한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜	2008-11-05	일반영화	장편	미국	518	14366688333	2201300	4929184833	717142
214	내 여자친구를 소개합니다	곽재용	(주)아이필름코퍼레이션		씨제이엔터테인먼트(주)	2004-06-03	일반영화	장편	한국	185	8329341500	2199359	3034304500	659380
215	마당을 나온 암탉	오성윤	(주)오돌또기 ,(주)명필름		롯데쇼핑㈜롯데엔터테인먼트	2011-07-28	일반영화	장편	한국	345	14656535500	2199048	3749312000	538167
216	댄서의 순정	박영훈	(주)컬처캡미디어		쇼이스트(주)	2005-04-28	일반영화	장편	한국	240	11674131000	2197555	4328063500	692461
217	바르게 살자	라희찬	필름있수다		씨제이엔터테인먼트(주)	2007-10-18	일반영화	장편	한국	372	13944930000	2190250	4550296000	672381
218	늑대의 유혹	김태균	싸이더스 픽쳐스		쇼박스㈜미디어플렉스	2004-07-22	일반영화	장편	한국	0	8025959500	2189453	2963371000	610971
219	이상한 나라의 앨리스	팀 버튼	월트 디즈니 픽쳐스	한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜	2010-03-04	일반영화	장편	미국	401	20661000236	2182365	7781819000	760628
220	맨 오브 스틸	잭 스나이더		워너브러더스 코리아(주)	워너브러더스 코리아(주)	2013-06-13	일반영화	장편	미국	998	17092964063	2182227	6028385063	720823
221	황해	나홍진	㈜팝콘필름		쇼박스㈜미디어플렉스	2010-12-22	일반영화	장편	한국	618	16765970362	2167426	5751617500	714591
222	초능력자	김민석	영화사 집		(주)넥스트엔터테인먼트월드(NEW)	2010-11-10	일반영화	장편	한국	622	15618440958	2164805	4771902000	623616
223	내 사랑 내 곁에	박진표	영화사 집		씨제이엔터테인먼트(주)	2009-09-24	일반영화	장편	한국	474	15764312409	2160265	4551271500	592412
224	마이 웨이	강제규	(주)디렉터스		에스케이플래닛㈜	2011-12-21	일반영화	장편	한국	645	15994803000	2142622	4281032000	548651
225	범죄의 재구성	최동훈	싸이더스 픽쳐스		쇼박스㈜미디어플렉스	2004-04-15	일반영화	장편	한국	73	6133462700	2129358	2397979700	776898
226	사랑	곽경택	(주)진인사필름,(주)태원엔터테인먼트		롯데쇼핑㈜롯데엔터테인먼트	2007-09-19	일반영화	장편	한국	381	13446137500	2123815	3691252500	547926
227	세븐 데이즈	원신연	(주)영화사윤앤준		(주)프라임엔터테인먼트	2007-11-14	일반영화	장편	한국	297	13720377000	2120741	4752066500	713941
228	이클립스	데이빗 슬레이드	서미트 엔터티인먼트	판씨네마㈜	(주)넥스트엔터테인먼트월드(NEW)	2010-07-07	일반영화	장편	미국	535	15192541723	2105050	4906227000	648625
229	사생결단	최호	(주)엠케이픽처스 		씨제이이앤엠(주)	2006-04-27	일반영화	장편	한국	288	10934307100	2104716	3983024100	635987
