Number	Title	Director1	Director2	Director3	Production_Company	Importer	Distributor	Release_Date	Movie_Category	Movie_Type	Nationality	National_Screen_Number	National_Revenue	National_Spectator_Number	Seoul_Revenue	Seoul_Spectator_Number	Movie_Rate	Running_Time	Genre1	Genre2	Actor1	Actor2	Actor3
439	스타 트렉: 더 비기닝	J.J. 에이브럼스				씨제이엔터테인먼트(주)	씨제이엔터테인먼트(주)	2009-05-07	개봉영화	장편	미국	411	7425754645	1111865	2761275000	386396	12세이상관람가	126	SF	액션	크리스 파인	칼 어번	잭커리 퀸토
440	회사원	임상윤			영화사심미안(주),쇼박스㈜미디어플렉스,(주)51k		쇼박스㈜미디어플렉스	2012-10-11	개봉영화	장편	한국	549	8321175000	1110523	2544330000	323549	청소년관람불가	96	액션	드라마	소지섭	이미연	
441	령	김태경	이인규		㈜팝콘필름		쇼박스㈜미디어플렉스	2004-06-17	개봉영화	장편	한국	20	3554937000	1108769	1245327000	288631	12세이상관람가	98	공포		김하늘	류진	남상미
442	그 여자 작사 그 남자 작곡	마크 로렌스			캐슬 락 엔터테인먼트	워너브러더스 코리아(주)	워너브러더스 코리아(주)	2007-02-28	개봉영화	장편	미국	153	6759412500	1103900	3276330500	513676	12세이상관람가	103	멜로/로맨스	드라마	휴 그랜트	드류 베리모어	
443	베스트셀러	이정호			(주)에코필름,데이지엔터테인먼트		(주)시너지하우스 (시너지)	2010-04-15	개봉영화	장편	한국	317	8110824681	1099665	2478553500	317714	15세이상관람가	117	미스터리	스릴러	엄정화	류승룡	
444	지금 사랑하는 사람과 살고 있습니까?	정윤수			(주)씨네이천		(주)시네마서비스	2007-08-15	개봉영화	장편	한국	291	7004658500	1095119	2647530500	388044	청소년관람불가	117	드라마	멜로/로맨스	박용우	한채영	엄정화
445	007 카지노 로얄	마틴 캠벨				한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜	2006-12-21	개봉영화	장편	미국	334	6267161700	1088307	2217057000	334884	15세이상관람가	145	액션		다니엘 크레이그		
446	그때 그 사람들	임상수			(주)엠케이픽처스 		(주)엠케이픽처스 	2005-02-03	개봉영화	장편	한국	140	5777895500	1083962	2144046000	338025	15세이상관람가	104	미스터리	코미디	한석규	백윤식	윤여정
447	마루 밑 아리에티	요네바야시 히로마사			스튜디오 지브리	대원미디어㈜	씨제이엔터테인먼트(주)	2010-09-09	개봉영화	장편	일본	337	7773942884	1083746	2826512500	373176	전체관람가	94	애니메이션		시다 미라이	카미키 류노스케	미우라 토모카즈
448	내 남자의 로맨스	박제현			메이필름(주)		씨제이엔터테인먼트(주)	2004-07-16	개봉영화	장편	한국	102	4895975500	1083556	2127047000	418579	12세이상관람가	112	드라마		김상경	김정은	
449	가디언즈	피터 램지			드림웍스 애니메이션	씨제이이앤엠(주)	씨제이이앤엠(주)	2012-11-29	개봉영화	장편	미국	470	8212243000	1075584	2372102000	283476	전체관람가	97	애니메이션	어드벤처	크리스 파인	알렉 볼드윈	휴 잭맨
450	더 울버린	제임스 맨골드				이십세기폭스코리아(주)	이십세기폭스코리아(주)	2013-07-25	개봉영화	장편	미국	707	7849518000	1075333	2418747500	311251	15세이상관람가	128	액션	SF	휴 잭맨	사나다 히로유키	
451	섹스 앤 더 시티	마이클 패트릭 킹				(주)태원엔터테인먼트	에스케이텔레콤(주)	2008-06-05	개봉영화	장편	미국	361	7133337600	1074321	3434823000	495297	청소년관람불가	143	멜로/로맨스	코미디	사라제시카 파커	킴 캐트럴	신시아 닉슨
452	블레이드 3	데이빗 S. 고이어			뉴라인 시네마	쇼박스㈜미디어플렉스	쇼박스㈜미디어플렉스	2004-12-15	개봉영화	장편	미국	131	4736231500	1069643	1493440000	286894	청소년관람불가	112	액션		웨슬리 스나입스	라이언 레이놀즈	
453	새드무비	권종관			(주)아이필름코퍼레이션		롯데쇼핑㈜롯데엔터테인먼트,아이러브시네마	2005-10-20	개봉영화	장편	한국	262	5628200500	1066765	2003883000	323757	12세이상관람가	108	드라마		신민아	염정아	정우성
454	노잉	알렉스 프로야스				(유)마스엔터테인먼트코리아	(주)넥스트엔터테인먼트월드(NEW)	2009-04-16	개봉영화	장편	미국	394	6984051785	1063955	2424294000	351082	12세이상관람가	121	SF	액션	니콜라스 케이지	로즈 번	챈들러 캔터베리
455	수상한 고객들	조진모			(주)메이스엔터테인먼트		씨제이이앤엠(주)	2011-04-14	개봉영화	장편	한국	411	7953428000	1059350	2669850500	339494	15세이상관람가	124	코미디	드라마	류승범	윤하	박철민
456	남극일기	임필성	윤형태		㈜미로비젼,㈜싸이더스픽쳐스		쇼박스㈜미디어플렉스	2005-05-19	개봉영화	장편	한국	244	5478113500	1057311	2097463500	323335	15세이상관람가	114	스릴러		송강호	유지태	박희순
457	빨간모자의 진실	코리 에드워즈	토드 에드워즈	토니 리치	더 웨인스테인 컴퍼니	쇼박스㈜미디어플렉스	쇼박스㈜미디어플렉스	2006-04-06	개봉영화	장편	미국	164	5753533100	1057223	2109695100	300873	전체관람가	80	애니메이션	코미디	앤 해서웨이	글렌 클로즈	
458	라따뚜이	브래드 버드			픽사 애니메이션 스튜디오,월트 디즈니 픽쳐스	한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜	2007-07-25	개봉영화	장편	미국	261	6342436400	1054886	2714340900	422379	전체관람가	115	애니메이션	코미디	패튼 오스왈트	루 로마노	
459	스텝업 2 : 더 스트리트	존 추				㈜스튜디오이쩜영	㈜스튜디오이쩜영	2008-03-13	개봉영화	장편	미국	278	6856702000	1052379	2484794500	361893	12세이상관람가	97	멜로/로맨스	드라마	윌 켐프	선자 손	
460	업	피트 닥터	밥 피터슨		월트 디즈니 픽쳐스,픽사 애니메이션 스튜디오	한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜	2009-07-29	개봉영화	장편	미국	374	7652994608	1047327	3189205000	411959	전체관람가	101	애니메이션	코미디	에드워드 애스너	밥 피터슨	
461	시크릿	윤재구			(주)그린피쉬픽쳐스 ,(주)제이케이필름		씨제이엔터테인먼트(주)	2009-12-03	개봉영화	장편	한국	397	7979591607	1046787	2678001500	335889	청소년관람불가	110	스릴러	드라마	차승원	송윤아	류승룡
462	동창생	박홍수			더램프(주),(주)황금물고기 		쇼박스㈜미디어플렉스	2013-11-06	개봉영화	장편	한국	660	6983395126	1044522	1583311126	221965	15세이상관람가	112	액션	드라마	최승현	한예리	
463	슈퍼  배드	피에르 코핀	크리스 리노드		일루미네이션 엔터테인먼트	유니버설픽쳐스인터내셔널 코리아(유)	유니버설픽쳐스인터내셔널 코리아(유)	2010-09-16	개봉영화	장편	미국	321	9873975412	1043904	2753597000	272176	전체관람가	95	애니메이션	가족	스티브 카렐	미란다 코스그로브	
464	마음이...	오달균	박은형		㈜화인웍스		쇼박스㈜미디어플렉스	2006-10-26	개봉영화	장편	한국	239	4639709300	1042166	1157299000	215452	전체관람가	97	드라마		유승호	김향기	
465	점박이:한반도의 공룡3D	한상호			(주)드림써치C&C,한국교육방송공사 EBS,올리브스튜디오		씨제이이앤엠(주)	2012-01-26	개봉영화	장편	한국	457	9621468000	1040636	1776299500	187715	전체관람가	88	애니메이션	어드벤처	이형석	신용우	구자형
466	삼국지:용의 부활	이인항			(주)태원엔터테인먼트		에스케이텔레콤(주)	2008-04-03	개봉영화	장편	중국	322	6660263334	1036172	2118435834	315310	15세이상관람가	101	사극	드라마	유덕화	매기 큐	적룡
467	이프 온리	길 정거			인터미디어필름,아웃로 프로덕션즈,테이피스트리 필름		씨제이엔터테인먼트(주)	2004-10-29	개봉영화	장편	미국	82	5521046000	1031075	2561411000	454606	15세이상관람가	96	코미디	드라마	제니퍼 러브 휴잇	폴 니콜스	
468	파괴된 사나이	우민호			아이러브시네마,(주)아이필름코퍼레이션		(주)시너지하우스 (시너지)	2010-07-01	개봉영화	장편	한국	190	7820538614	1030285	2500843000	314477	청소년관람불가	114	드라마	스릴러	김명민	엄기준	박주미
469	오직 그대만	송일곤			(주)51k,(주)에이치비엔터테인먼트		쇼박스㈜미디어플렉스	2011-10-20	개봉영화	장편	한국	435	7591008500	1027622	2118827000	271148	15세이상관람가	105	멜로/로맨스		소지섭	한효주	
470	개구쟁이 스머프	라자 고스넬				한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜	2011-08-11	개봉영화	장편	미국	399	7722534000	1027438	1962882000	239071	전체관람가	101	애니메이션		닐 패트릭 해리스	행크 아자리아	
471	우아한 세계	한재림			(주)루씨필름		롯데쇼핑㈜롯데엔터테인먼트	2007-04-05	개봉영화	장편	한국	405	6161685500	1025781	2316245000	351965	15세이상관람가	120	액션		송강호	박지영	오달수
472	김관장 대 김관장 대 김관장	박성균			(주)태원엔터테인먼트		쇼박스㈜미디어플렉스	2007-02-08	개봉영화	장편	한국	355	5575404600	1025618	1497109500	234461	15세이상관람가	103	코미디		권오중	최성국	신현준
473	데이지	유위강			(주)아이필름코퍼레이션,베이직픽쳐스		쇼박스㈜미디어플렉스	2006-03-09	개봉영화	장편	한국	299	5754065300	1023096	2098026300	309926	15세이상관람가	110	멜로/로맨스		전지현	정우성	이성재
474	에라곤	스테판 팡메이어				이십세기폭스필름코퍼레이션	이십세기폭스필름코퍼레이션	2007-01-11	개봉영화	장편	미국	276	5360017500	1022140	1675781000	274366	12세이상관람가	103	판타지	드라마	에드워드 스펠리어스	시에나 길로리	에드 스피리어스
475	야수	김성수			㈜팝콘필름		쇼박스㈜미디어플렉스	2006-01-12	개봉영화	장편	한국	299	5339725500	1016152	2054365500	314482	청소년관람불가	124	액션		권상우	유지태	엄지원
476	본 레거시	토니 길로이				유니버설픽쳐스인터내셔널 코리아(유)	유니버설픽쳐스인터내셔널 코리아(유)	2012-09-06	개봉영화	장편	미국	585	7412233000	1015711	2657138000	347976	15세이상관람가	135	액션	스릴러	제레미 러너	레이첼 웨이즈	에드워드 노튼
477	밴티지 포인트	피트 트래비스				한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜	2008-02-28	개봉영화	장편	미국	288	6654718499	1015287	2368125999	345107	15세이상관람가	90	스릴러	드라마	데니스 퀘이드	매튜 폭스	포레스트 휘테커
478	향수 : 어느 살인자의 이야기	톰 티크베르				(주)누리픽쳐스	롯데쇼핑㈜롯데엔터테인먼트	2007-03-22	개봉영화	장편	영국	237	5843903000	1011710	2185324500	337113	15세이상관람가	146	드라마	스릴러	벤 위쇼	더스티 호프만	
479	심장이 뛴다	윤재근			(주)오죤필름,(유)대결문화산업전문회사		롯데쇼핑㈜롯데엔터테인먼트	2011-01-05	개봉영화	장편	한국	445	7538083500	1006947	2315715000	293832	15세이상관람가	114	드라마		김윤진	박해일	
480	셔터 아일랜드	마틴 스콜세지			파라마운트 픽쳐스	씨제이엔터테인먼트(주)	씨제이엔터테인먼트(주)	2010-03-18	개봉영화	장편	미국	275	7528114276	1006833	2935605000	373974	15세이상관람가	138	드라마	미스터리	레오나르도 디카프리오	마크 러팔로	
481	라푼젤	네이슨 그레노	바이론 하워드			한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜	2011-02-10	개봉영화	장편	미국	328	10106348800	1006075	3838442500	361383	전체관람가	100	애니메이션	코미디	재커리 레비	맨디 무어	
482	분신사바	안병기			(주)소프트랜드 영상 사업부 에이포스트 픽쳐스		브에나비스타인터내셔널코리아	2004-08-05	개봉영화	장편	한국	97	3828714000	1001125	1172338000	301322	15세이상관람가	120	공포		김규리	이유리	이세은
483	오스트레일리아	바즈 루어만				이십세기폭스코리아(주)	이십세기폭스코리아(주)	2008-12-10	개봉영화	장편	미국	433	6471511555	998528	2361580500	347547	12세이상관람가	166	사극	멜로/로맨스	휴 잭맨	니콜 키드먼	
484	인크레더블 헐크	루이스 리테리어				유니버설픽쳐스인터내셔널 코리아(유)	유니버설픽쳐스인터내셔널 코리아(유)	2008-06-12	개봉영화	장편	미국	360	6422773000	992064	2001776000	292360	15세이상관람가	113	액션	SF	에드워드 노튼	리브 타일러	
485	강력 3반	손희창			(주)씨네넷		롯데쇼핑㈜롯데엔터테인먼트	2005-09-29	개봉영화	장편	한국	174	5053205500	989573	1035333000	169045	15세이상관람가	111	액션		김민준	허준호	남상미
486	방가? 방가!	육상효			㈜상상역엔터테인먼트		(주)시너지하우스 (시너지)	2010-09-30	개봉영화	장편	한국	259	7129363141	989021	1867346500	244586	12세이상관람가	110	코미디	드라마	김인권	김정태	신현빈
487	방황하는 칼날	이정호			(주)에코필름		씨제이이앤엠(주)	2014-04-10	개봉영화	장편	한국	594	7804390800	987132	1950201400	234776	청소년관람불가	122	범죄	스릴러	정재영	이성민	서준영
488	시체가 돌아왔다	우선호			(주)씨네이천		씨제이이앤엠(주)	2012-03-29	개봉영화	장편	한국	435	7357623000	986547	1804931500	228284	15세이상관람가	110	범죄	드라마	이범수	류승범	김옥빈
489	게이샤의 추억	롭 마샬			콜럼비아 픽쳐스 코포레이션,드림웍스 SKG	소니픽쳐스릴리징코리아	소니픽쳐스릴리징코리아	2006-02-02	개봉영화	장편	미국	179	5337760000	983635	2305162500	375553	15세이상관람가	144	드라마		공리	장쯔이	양자경
490	파퍼씨네 펭귄들	마크 워터스				이십세기폭스코리아(주)	이십세기폭스코리아(주)	2011-09-07	개봉영화	장편	미국	333	7043993000	979739	2328595500	306323	전체관람가	95	코미디		짐 캐리	안젤라 랜스베리	칼라 구기노
491	로보캅	호세 파딜라				소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)	소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)	2014-02-13	개봉영화	장편	미국	627	7299641958	979509	2235608658	282862	12세이상관람가	117	액션	SF	조엘 키나만	게리 올드만	마이클 키튼
492	원더풀 라디오	권칠인			(주)영화사아이비젼,주식회사 대명문화공장		쇼박스㈜미디어플렉스	2012-01-05	개봉영화	장편	한국	474	7193596000	977470	2018583000	259784	15세이상관람가	120	멜로/로맨스	드라마	이민정	이정진	이광수
493	내 사랑	이한			(주)오죤필름		쇼박스㈜미디어플렉스	2007-12-18	개봉영화	장편	한국	240	6315244000	977401	432940833	358449	12세이상관람가	111	멜로/로맨스	드라마	감우성	최강희	엄태웅
494	돈 크라이 마미	김용한			(주)씨네마골뱅이		(주)에스비에스콘텐츠허브	2012-11-22	개봉영화	장편	한국	444	6808882099	975462	1607844582	220683	15세이상관람가	91	스릴러	드라마	유선	남보라	유오성
495	바보	김정권			(주)와이어투와이어필름		씨제이엔터테인먼트(주)	2008-02-28	개봉영화	장편	한국	263	6301818833	974554	1908720333	279453	12세이상관람가	99	드라마		차태현	하지원	박희순
496	에픽 : 숲속의 전설 	크리스 웻지				이십세기폭스코리아(주)	이십세기폭스코리아(주)	2013-08-07	개봉영화	장편	미국	471	6702639000	973703	1630346000	218343	전체관람가	102	애니메이션	어드벤처	아만다 사이프리드	조쉬 허처슨	콜린 파렐
497	프로메테우스	리들리 스콧				이십세기폭스코리아(주)	이십세기폭스코리아(주)	2012-06-06	개봉영화	장편	미국	521	8583886099	970275	3548689099	372315	청소년관람불가	123	SF	스릴러	누미 파라스	마이클 패스벤더	샤를리즈 테론
498	전국노래자랑	이종필			(주)인앤인픽쳐스		롯데쇼핑㈜롯데엔터테인먼트	2013-05-01	개봉영화	장편	한국	581	6606589000	963634	1536557000	217914	12세이상관람가	112	코미디	드라마	김인권	류현경	유연석
499	쿵푸 허슬	주성치			콜럼비아 픽쳐스 필름 프로덕션,베이징 필름 스튜디오,차이나필름그룹,후아이브라더스픽처스,성휘해외유한공사	소니픽쳐스릴리징코리아	소니픽쳐스릴리징코리아	2005-01-14	개봉영화	장편	중국	148	5309283000	963580	2284269500	357292	15세이상관람가	99	코미디		주성치		
500	백야행	박신우			(주)시네마서비스,폴룩스픽쳐스(주)		(주)시네마서비스	2009-11-19	개봉영화	장편	한국	398	7170684217	956767	2633582000	334942	청소년관람불가	135	멜로/로맨스	미스터리	한석규	손예진	고수
501	잭 더 자이언트 킬러	브라이언 싱어				워너브러더스 코리아(주)	워너브러더스 코리아(주)	2013-02-28	개봉영화	장편	미국	507	7376481000	956154	2098720500	250941	12세이상관람가	114	판타지	어드벤처	니콜라스 홀트	이완 맥그리거	앨레노어 톰린슨
502	황후화	장예모				㈜크리에이티브리더스그룹에이트	(주)시네마서비스,씨제이엔터테인먼트(주)	2007-01-25	개봉영화	장편	홍콩	256	5646349700	954387	2145596000	314570	청소년관람불가	113	액션	드라마	주윤발	공리	
503	스텝업4 : 레볼루션	스콧 스피어				(주)나이너스엔터테인먼트	롯데쇼핑㈜롯데엔터테인먼트	2012-08-15	개봉영화	장편	미국	281	7157894000	953871	2323462500	290400	12세이상관람가	98	멜로/로맨스		라이언 구즈만	캐서린 맥코믹	
504	트랜스포터-라스트 미션	올리베에 메가턴			TF1 필름 프로덕션	데이지엔터테인먼트	(주)시너지하우스 (시너지)	2009-01-08	개봉영화	장편	프랑스	266	6336730334	951855	1808765000	258105	15세이상관람가	103	액션		제이슨 스타뎀	나탈리아 루다코바	
505	그는 당신에게 반하지 않았다	켄 콰피스			뉴라인 시네마	(주)유니코리아문예투자	(주)넥스트엔터테인먼트월드(NEW)	2009-02-12	개봉영화	장편	미국	354	6471531867	949324	3146805500	446348	15세이상관람가	129	멜로/로맨스	코미디	제니퍼 코넬리	드류 베리모어	벤 애플렉
506	상사부일체	심승보			(주)두손시네마		이십세기폭스코리아(주)	2007-09-19	개봉영화	장편	한국	313	5807823500	947510	1263372500	219940	15세이상관람가	110	코미디	액션	손창민	박상면	김성민
507	새미의 어드벤쳐	벤 스타센			엔웨이브필름	데이지엔터테인먼트	씨제이엔터테인먼트(주)	2010-12-15	개봉영화	장편	벨기에	311	8919480155	946615	2211410500	218696	전체관람가	85	애니메이션	어드벤처	멜라니 그리피스	이사벨 퍼만	유리 로웬탈
